,image,locus,locus_subtype,feature_type_name,feature_subtype_name,notes
74,image: locus_17563.tif,locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence),locus_subtype_name: Corral(5 - Very High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows uneven terrain with visible paths and possible water flow areas. There is a circular feature that may indicate past human activity, potentially related to domestic structures. Vegetation patterns suggest sloping fields that are consistent with past agricultural activity."
75,image: locus_16034.tif,locus_type_name: Agropastoral Infrastructure(4 - High Confidence),locus_subtype_name: Stone faced contour terraces(4 - High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows a pattern of parallel lines indicative of furrowed crop fields, likely designed for agricultural purposes. Some subtle structures may suggest domestic architecture, though their forms are not sharply defined. This pattern suggests active cultivation with possible residential areas nearby."
76,image: locus_24469.tif,locus_type_name: Agropastoral Infrastructure(5 - Very High Confidence),locus_subtype_name: Segmented terracing(5 - Very High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows a series of linear patterns indicative of furrows, likely for agricultural purposes. There are potential signs of domestic architecture visible in some areas, although details are ambiguous due to the image quality. The overall layout suggests a structured agricultural site with some residential implications."
77,image: locus_13207.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows circular formations that resemble corral structures commonly found in grazed areas. The orientation and layout suggest use related to agricultural or pastoral activities, with a notable adjacent pathway that may indicate access routes."
78,image: locus_4683.tif,locus_type_name: Unfortified settlement(5 - Very High Confidence),locus_subtype_name: Estancia(5 - Very High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a singular structure with a distinct shape, indicating human-made construction. The surrounding terrain appears undisturbed, suggesting isolation. The structure could be part of a small domestic setup or a standalone edifice."
79,image: locus_20787.tif,locus_type_name: Residential structure;locus_type_name: Unfortified settlement(2 - Low Confidence),locus_subtype_name: Estancia(2 - Low Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: This image shows several circular and semi-circular patterns consistent with corrals. The structures are densely packed, suggesting a corral complex. The lack of clear linear features indicative of residential architecture supports the identification as a corral area."
80,image: locus_18590.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(3 - Medium Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image displays a distinct circular pattern that is characteristic of corral structures. There are signs of enclosures, suggesting a possible livestock area. The circular formations on the terrain support the identification as a corral complex, with some scattered dots indicating possible smaller units within the primary structure."
81,image: locus_7041.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a circular, enclosed area suggestive of a corral, with some straight lines possibly indicating walls or fencing commonly seen in corral complexes. The surrounding terrain appears relatively uniform, possibly used for grazing. The pathway suggests accessibility likely intended for livestock movement."
82,image: locus_26631.tif,locus_type_name: Residential structure;locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Corral,feature_subtype_name: NA,"notes: The image displays a cluster of rectangular and possibly circular structures, indicating a potential settlement area. The arrangement and spacing suggest residential use, with clearly defined boundaries and some varied shapes. The positioning could relate to elevation or contouring in the region."
83,image: locus_28188.tif,locus_type_name: Unfortified settlement(4 - High Confidence),locus_subtype_name: Estancia(4 - High Confidence),feature_type_name: Corral,feature_subtype_name: NA,"notes: The image shows two rectangular enclosures which appear to be isolated structures, possibly corrals, on a barren or lightly vegetated landscape. The rectangular shape and layout suggest organized use of space typical of corrals or enclosures for livestock. The structures are distinct but not densely clustered."
84,image: locus_13821.tif,locus_type_name: Unfortified settlement(5 - Very High Confidence),locus_subtype_name: Estancia(5 - Very High Confidence),feature_type_name: Domestic architecture,feature_subtype_name: Residential structure,"notes: The image shows a prominent elevation with possible ceremonial significance, indicated by its position and the surrounding terrain. The structure appears isolated, which may suggest its use for public or communal gatherings. Visibility of the features is moderate, hence the confidence levels."
85,image: locus_2709.tif,locus_type_name: Agropastoral Infrastructure(4 - High Confidence),locus_subtype_name: Segmented terracing(4 - High Confidence),feature_type_name: NULL,feature_subtype_name: NULL,"notes: The image shows enclosed areas with stone-like boundaries suggesting the presence of multiple corrals. The large and small sizes may indicate various purposes, possibly separating different livestock types. The arrangement provides insight into past agricultural practices. Sparse adjacent structures hint at minimal domestic architecture."
