,id,locus,feature_type_name,notes
805,10941,Unfortified settlement(5 - Very High Confidence) -- Estancia(5 - Very High Confidence),Domestic architecture -- Residential structure,"The image shows a rectangular enclosure in an otherwise open terrain, suggesting an isolated use, possibly for livestock management. The positioning and shape suggest a corral, although without clear differentiation from potential domestic structures."
806,29216,Unfortified settlement(3 - Medium Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image displays a circular structure likely used for containing livestock, characteristic of corral formations. The defined walls suggest a purpose-built enclosure, possibly for agricultural or grazing purposes."
807,11287,Unfortified settlement(3 - Medium Confidence) -- Estancia(4 - High Confidence),Corral -- NA,"The image shows faint outlines suggesting enclosed spaces consistent with a corral. There are visible divisions that may indicate separate enclosures or grazing areas, though the features are somewhat ambiguous due to potential weathering or erosion."
808,7816,Corral;locus_type_name: Agropastoral Infrastructure(3 - Medium Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image shows a central area with a water-like depression that resembles a reservoir. The surrounding patterns could indicate water management or public use areas, hinting at ceremonial elements associated with water."
809,17007,Agropastoral Infrastructure(4 - High Confidence) -- Corral(4 - High Confidence),Corral -- NULL,"The image shows a circular enclosure, likely indicating a corral. The area surrounding the corral appears to have smaller dispersed elements, which could be remnants of walls or other structures associated with animal management. The pattern is consistent with a pastoral setting."
810,4570,Agropastoral Infrastructure(4 - High Confidence) -- Stone faced contour terraces(4 - High Confidence),NULL -- NULL,"The image displays segmented terracing patterns, likely for agricultural use. There are distinguishable sections that may indicate corrals or enclosed areas, possibly used for livestock management. The terracing appears well-organized, suggesting controlled land use. The presence of water features or pathways could indicate irrigation systems. The overall structure might point towards agricultural and pastoral activities."
811,6375,Residential structure;locus_type_name: Agropastoral Infrastructure(4 - High Confidence) -- Corral(4 - High Confidence),Domestic architecture -- Residential structure;locus_type_name: Agropastoral Infrastructure,"The image shows circular and irregular formations suggesting livestock enclosures. The structures appear isolated, typical of corral complexes. The lack of straight lines and fragmented appearance supports a corral classification."
812,11431,Unfortified settlement(3 - Medium Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image displays a series of sloping fields with faint terracing possibly indicating agricultural use. Some rectilinear shadows may suggest the presence of domestic structures, although clarity is low due to image resolution. Vegetation patterns are consistent with cultivated land."
813,28896,Unfortified settlement(3 - Medium Confidence) -- Estancia(3 - Medium Confidence),Domestic architecture -- Residential structure,"The image shows a distinct circular structure likely used for animal enclosures. The corral is well-defined with clear boundaries, indicative of a complex for managing livestock. Surrounding land appears to be open and possibly used for grazing."
814,13000,Agropastoral Infrastructure(3 - Medium Confidence) -- Terracing Unclear Dressing(2 - Low Confidence),NULL -- NULL,"The image seems to display an arrangement of circular and rectangular enclosures indicative of a corral complex, possibly used for livestock. The visibility of distinct boundaries and the layout support this classification."
